Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 29190   4208830.045   2334850.512   4171267.371      8.544   2.282   0.115   2.397  14.600
2017 191 29220   4208830.045   2334850.512   4171267.371      8.701   2.282   0.115   2.397  14.603
2017 191 29250   4208830.045   2334850.512   4171267.371      8.896   2.282   0.115   2.397  14.606
2017 191 29280   4208830.045   2334850.513   4171267.371      8.787   2.282   0.115   2.397  14.610
2017 191 29310   4208830.045   2334850.513   4171267.371      8.780   2.282   0.115   2.397  14.614
2017 191 29340   4208830.045   2334850.513   4171267.371      8.888   2.282   0.115   2.397  14.618
2017 191 29370   4208830.045   2334850.513   4171267.371      9.264   2.282   0.114   2.397  14.621
2017 191 29400   4208830.045   2334850.513   4171267.371      8.941   2.282   0.114   2.397  14.625
2017 191 29430   4208830.045   2334850.513   4171267.371      8.984   2.282   0.114   2.397  14.627
2017 191 29460   4208830.045   2334850.514   4171267.371      9.515   2.282   0.114   2.397  14.628
2017 191 29490   4208830.045   2334850.514   4171267.371      9.358   2.282   0.114   2.397  14.630
2017 191 29520   4208830.045   2334850.514   4171267.371      9.357   2.282   0.114   2.397  14.632
2017 191 29550   4208830.045   2334850.514   4171267.371      9.547   2.282   0.115   2.397  14.635
2017 191 29580   4208830.045   2334850.514   4171267.371      8.932   2.282   0.115   2.397  14.637
2017 191 29610   4208830.045   2334850.514   4171267.372      8.914   2.282   0.115   2.397  14.639
2017 191 29640   4208830.045   2334850.514   4171267.372      8.703   2.282   0.115   2.397  14.641
2017 191 29670   4208830.045   2334850.514   4171267.372      8.554   2.282   0.115   2.397  14.643
2017 191 29700   4208830.045   2334850.514   4171267.372      8.971   2.282   0.115   2.397  14.645
2017 191 29730   4208830.045   2334850.514   4171267.372      8.688   2.282   0.115   2.398  14.646
2017 191 29760   4208830.045   2334850.514   4171267.372      8.653   2.282   0.115   2.398  14.649
2017 191 29790   4208830.045   2334850.514   4171267.372      8.649   2.282   0.115   2.398  14.650
2017 191 29820   4208830.045   2334850.515   4171267.372      8.810   2.282   0.116   2.398  14.651
2017 191 29850   4208830.045   2334850.515   4171267.372      8.421   2.282   0.116   2.398  14.652
2017 191 29880   4208830.045   2334850.514   4171267.372      8.443   2.282   0.116   2.398  14.652
2017 191 29910   4208830.045   2334850.514   4171267.372      8.871   2.282   0.116   2.398  14.653
2017 191 29940   4208830.045   2334850.515   4171267.372      9.409   2.282   0.116   2.398  14.655
2017 191 29970   4208830.045   2334850.515   4171267.372      9.539   2.282   0.116   2.399  14.658
2017 191 30000   4208830.045   2334850.515   4171267.372      9.417   2.282   0.116   2.399  14.661
2017 191 30030   4208830.045   2334850.515   4171267.372      9.382   2.282   0.116   2.399  14.663
2017 191 30060   4208830.045   2334850.515   4171267.372      9.140   2.282   0.116   2.399  14.665
2017 191 30090   4208830.045   2334850.515   4171267.372      8.578   2.282   0.116   2.399  14.667
2017 191 30120   4208830.045   2334850.515   4171267.372      8.292   2.282   0.116   2.399  14.671
2017 191 30150   4208830.044   2334850.515   4171267.372      8.489   2.282   0.116   2.399  14.676
2017 191 30180   4208830.044   2334850.516   4171267.372      8.526   2.282   0.116   2.399  14.679
2017 191 30210   4208830.044   2334850.516   4171267.372      8.974   2.282   0.116   2.399  14.681
2017 191 30240   4208830.044   2334850.516   4171267.372      8.849   2.282   0.116   2.399  14.684
2017 191 30270   4208830.044   2334850.516   4171267.372      8.924   2.282   0.116   2.399  14.687
2017 191 30300   4208830.044   2334850.516   4171267.372      9.362   2.282   0.116   2.399  14.689
2017 191 30330   4208830.044   2334850.516   4171267.372      9.106   2.282   0.116   2.399  14.691
2017 191 30360   4208830.044   2334850.516   4171267.372      9.377   2.282   0.116   2.399  14.694
2017 191 30390   4208830.044   2334850.516   4171267.372      9.356   2.282   0.117   2.399  14.694
2017 191 30420   4208830.044   2334850.516   4171267.372      8.960   2.282   0.117   2.399  14.695
2017 191 30450   4208830.044   2334850.516   4171267.372      9.274   2.282   0.117   2.399  14.697
2017 191 30480   4208830.044   2334850.516   4171267.372      8.911   2.282   0.117   2.399  14.698
2017 191 30510   4208830.044   2334850.516   4171267.372      8.933   2.282   0.117   2.399  14.700
2017 191 30540   4208830.044   2334850.516   4171267.372      8.746   2.282   0.117   2.399  14.700
2017 191 30570   4208830.044   2334850.516   4171267.372      9.034   2.282   0.117   2.399  14.700
2017 191 30600   4208830.044   2334850.516   4171267.372      9.371   2.282   0.117   2.400  14.701
2017 191 30630   4208830.044   2334850.516   4171267.372      9.435   2.282   0.117   2.400  14.701
2017 191 30660   4208830.044   2334850.516   4171267.372      9.321   2.282   0.117   2.400  14.699
2017 191 30690   4208830.044   2334850.515   4171267.372      9.711   2.282   0.118   2.400  14.699
2017 191 30720   4208830.044   2334850.515   4171267.371      9.549   2.282   0.118   2.400  14.697
2017 191 30750   4208830.044   2334850.515   4171267.371      9.254   2.282   0.118   2.401  14.693
2017 191 30780   4208830.044   2334850.515   4171267.372      9.460   2.282   0.118   2.400  14.688
2017 191 30810   4208830.044   2334850.515   4171267.372      9.687   2.282   0.118   2.400  14.685
2017 191 30840   4208830.044   2334850.515   4171267.372     10.077   2.282   0.118   2.400  14.683
2017 191 30870   4208830.044   2334850.515   4171267.372      9.788   2.282   0.118   2.400  14.680
2017 191 30900   4208830.044   2334850.515   4171267.372      9.821   2.282   0.117   2.400  14.677
2017 191 30930   4208830.044   2334850.516   4171267.372      9.605   2.282   0.117   2.400  14.674
2017 191 30960   4208830.044   2334850.516   4171267.372      9.467   2.282   0.117   2.400  14.670
2017 191 30990   4208830.044   2334850.516   4171267.372      9.494   2.282   0.117   2.400  14.668
2017 191 31020   4208830.044   2334850.516   4171267.372      9.589   2.282   0.117   2.400  14.665
2017 191 31050   4208830.044   2334850.516   4171267.372      9.605   2.282   0.117   2.399  14.663
2017 191 31080   4208830.044   2334850.516   4171267.372      9.636   2.282   0.117   2.399  14.662
2017 191 31110   4208830.044   2334850.516   4171267.372      9.721   2.282   0.117   2.399  14.665
2017 191 31140   4208830.044   2334850.516   4171267.372      9.915   2.282   0.117   2.399  14.668
2017 191 31170   4208830.044   2334850.516   4171267.372     10.200   2.282   0.116   2.399  14.670
2017 191 31200   4208830.044   2334850.516   4171267.372      9.713   2.282   0.116   2.399  14.673
2017 191 31230   4208830.044   2334850.516   4171267.372     10.032   2.282   0.116   2.399  14.675
2017 191 31260   4208830.044   2334850.516   4171267.372      9.893   2.282   0.116   2.399  14.676
2017 191 31290   4208830.044   2334850.516   4171267.372     10.150   2.282   0.116   2.399  14.678
2017 191 31320   4208830.044   2334850.516   4171267.372     10.207   2.282   0.116   2.399  14.680
2017 191 31350   4208830.044   2334850.516   4171267.372     10.127   2.282   0.116   2.399  14.683
2017 191 31380   4208830.044   2334850.515   4171267.372      9.964   2.282   0.117   2.399  14.685
2017 191 31410   4208830.044   2334850.515   4171267.372     10.170   2.282   0.117   2.399  14.687
2017 191 31440   4208830.044   2334850.515   4171267.372     10.071   2.282   0.117   2.399  14.689
2017 191 31470   4208830.044   2334850.515   4171267.372      9.693   2.282   0.117   2.399  14.690
2017 191 31500   4208830.044   2334850.515   4171267.372      9.823   2.282   0.117   2.399  14.693
2017 191 31530   4208830.044   2334850.515   4171267.372      9.807   2.282   0.117   2.400  14.695
2017 191 31560   4208830.044   2334850.515   4171267.372      9.920   2.282   0.117   2.400  14.696
2017 191 31590   4208830.044   2334850.515   4171267.372      9.971   2.282   0.118   2.400  14.696
2017 191 31620   4208830.044   2334850.515   4171267.372     10.246   2.282   0.118   2.400  14.697
2017 191 31650   4208830.044   2334850.515   4171267.372     10.087   2.282   0.118   2.400  14.697
2017 191 31680   4208830.044   2334850.515   4171267.372     10.502   2.282   0.118   2.401  14.696
2017 191 31710   4208830.044   2334850.515   4171267.373     10.514   2.282   0.118   2.401  14.695
2017 191 31740   4208830.044   2334850.515   4171267.373     10.670   2.282   0.118   2.401  14.695
2017 191 31770   4208830.044   2334850.515   4171267.373     10.710   2.282   0.119   2.401  14.695
2017 191 31800   4208830.044   2334850.515   4171267.373     10.583   2.282   0.119   2.402  14.695
2017 191 31830   4208830.044   2334850.514   4171267.373     10.489   2.282   0.120   2.402  14.697
2017 191 31860   4208830.044   2334850.514   4171267.373     10.604   2.282   0.120   2.402  14.697
2017 191 31890   4208830.044   2334850.514   4171267.373     10.087   2.282   0.120   2.402  14.698
2017 191 31920   4208830.044   2334850.514   4171267.373     10.091   2.282   0.120   2.403  14.698
2017 191 31950   4208830.044   2334850.514   4171267.373     10.475   2.282   0.120   2.403  14.697
2017 191 31980   4208830.044   2334850.514   4171267.373     10.457   2.282   0.121   2.403  14.697
2017 191 32010   4208830.044   2334850.514   4171267.373     10.953   2.282   0.121   2.404  14.697
2017 191 32040   4208830.044   2334850.514   4171267.373     10.630   2.282   0.122   2.404  14.697
2017 191 32070   4208830.044   2334850.514   4171267.373     10.932   2.282   0.122   2.404  14.697
2017 191 32100   4208830.044   2334850.514   4171267.373     10.607   2.282   0.122   2.404  14.697
2017 191 32130   4208830.044   2334850.514   4171267.373      9.182   2.282   0.122   2.404  14.697
2017 191 32160   4208830.044   2334850.514   4171267.373      9.395   2.282   0.122   2.405  14.697
2017 191 32190   4208830.044   2334850.513   4171267.373      9.364   2.282   0.123   2.405  14.696
2017 191 32220   4208830.044   2334850.513   4171267.373      9.443   2.282   0.123   2.406  14.695
2017 191 32250   4208830.044   2334850.513   4171267.373      9.494   2.282   0.123   2.406  14.692
2017 191 32280   4208830.044   2334850.513   4171267.373      9.769   2.282   0.123   2.406  14.692
2017 191 32310   4208830.044   2334850.513   4171267.373      9.744   2.282   0.124   2.406  14.692
2017 191 32340   4208830.044   2334850.513   4171267.373      9.662   2.282   0.124   2.407  14.693
2017 191 32370   4208830.044   2334850.513   4171267.373     10.231   2.282   0.125   2.407  14.694
2017 191 32400   4208830.044   2334850.513   4171267.373     10.012   2.282   0.125   2.407  14.695
2017 191 32430   4208830.044   2334850.513   4171267.373      9.856   2.282   0.125   2.408  14.696
2017 191 32460   4208830.044   2334850.513   4171267.373     10.144   2.282   0.125   2.408  14.696
2017 191 32490   4208830.044   2334850.513   4171267.373     10.127   2.282   0.126   2.408  14.699
2017 191 32520   4208830.044   2334850.513   4171267.373     10.117   2.282   0.126   2.409  14.701
2017 191 32550   4208830.044   2334850.513   4171267.373     10.035   2.282   0.126   2.409  14.704
2017 191 32580   4208830.044   2334850.513   4171267.373     10.080   2.282   0.127   2.409  14.705
2017 191 32610   4208830.044   2334850.513   4171267.373     10.362   2.282   0.127   2.409  14.705
2017 191 32640   4208830.044   2334850.513   4171267.373     10.159   2.282   0.127   2.410  14.707
2017 191 32670   4208830.044   2334850.513   4171267.373     10.337   2.282   0.127   2.410  14.709
2017 191 32700   4208830.044   2334850.513   4171267.373     10.589   2.282   0.127   2.410  14.709
2017 191 32730   4208830.044   2334850.513   4171267.373     10.574   2.282   0.127   2.410  14.707
2017 191 32760   4208830.044   2334850.513   4171267.373     10.444   2.282   0.128   2.410  14.707
2017 191 32790   4208830.044   2334850.513   4171267.373     10.980   2.282   0.128   2.410  14.705
2017 191 32820   4208830.044   2334850.513   4171267.373     10.795   2.282   0.128   2.410  14.705
2017 191 32850   4208830.044   2334850.513   4171267.373     10.837   2.282   0.128   2.411  14.704
2017 191 32880   4208830.044   2334850.513   4171267.373     10.881   2.282   0.129   2.411  14.704
2017 191 32910   4208830.044   2334850.513   4171267.373     10.524   2.282   0.129   2.412  14.705
2017 191 32940   4208830.044   2334850.513   4171267.373     10.453   2.282   0.129   2.412  14.707
2017 191 32970   4208830.044   2334850.513   4171267.373     10.377   2.282   0.130   2.412  14.709
2017 191 33000   4208830.044   2334850.514   4171267.373     10.171   2.282   0.130   2.413  14.709
2017 191 33030   4208830.044   2334850.514   4171267.373     10.141   2.282   0.130   2.413  14.705
2017 191 33060   4208830.044   2334850.514   4171267.373     10.312   2.282   0.131   2.413  14.704
2017 191 33090   4208830.044   2334850.514   4171267.373     10.273   2.282   0.131   2.414  14.704
2017 191 33120   4208830.044   2334850.515   4171267.373     10.256   2.282   0.132   2.415  14.705
2017 191 33150   4208830.044   2334850.515   4171267.373     10.324   2.282   0.133   2.415  14.706
2017 191 33180   4208830.044   2334850.515   4171267.373     10.508   2.282   0.133   2.416  14.708
2017 191 33210   4208830.044   2334850.515   4171267.373     10.550   2.282   0.134   2.416  14.710
2017 191 33240   4208830.044   2334850.514   4171267.373     10.432   2.282   0.135   2.417  14.712
2017 191 33270   4208830.044   2334850.514   4171267.373     10.591   2.282   0.135   2.418  14.715
2017 191 33300   4208830.044   2334850.514   4171267.373     10.476   2.282   0.136   2.418  14.718
2017 191 33330   4208830.044   2334850.514   4171267.372     10.339   2.282   0.136   2.419  14.720
2017 191 33360   4208830.044   2334850.514   4171267.372     10.297   2.282   0.137   2.419  14.720
2017 191 33390   4208830.044   2334850.514   4171267.372     10.216   2.282   0.137   2.419  14.719
2017 191 33420   4208830.044   2334850.514   4171267.372     10.495   2.282   0.137   2.419  14.717
2017 191 33450   4208830.044   2334850.514   4171267.372     10.535   2.282   0.137   2.419  14.715
2017 191 33480   4208830.044   2334850.514   4171267.372     10.755   2.282   0.137   2.420  14.716
2017 191 33510   4208830.044   2334850.514   4171267.372     10.753   2.282   0.137   2.420  14.714
2017 191 33540   4208830.044   2334850.514   4171267.372     10.976   2.282   0.138   2.420  14.712
2017 191 33570   4208830.044   2334850.514   4171267.372     10.870   2.282   0.138   2.420  14.712
